station_id,time,rental_count,return_count,bike_change,bike_count_index,year,month,day,weekday,hour
3627,2023-01-04 01:00:00,1,2,1,12,2023,1,4,2,1
3627,2023-01-04 02:00:00,0,0,0,12,2023,1,4,2,2
3627,2023-01-04 03:00:00,0,0,0,12,2023,1,4,2,3
3627,2023-01-04 04:00:00,0,0,0,12,2023,1,4,2,4
3627,2023-01-04 05:00:00,0,0,0,12,2023,1,4,2,5
3627,2023-01-04 06:00:00,0,0,0,12,2023,1,4,2,6
3627,2023-01-04 07:00:00,0,0,0,12,2023,1,4,2,7
3627,2023-01-04 08:00:00,0,1,1,13,2023,1,4,2,8
3627,2023-01-04 09:00:00,2,1,-1,12,2023,1,4,2,9
3627,2023-01-04 10:00:00,0,0,0,12,2023,1,4,2,10
3627,2023-01-04 11:00:00,1,1,0,12,2023,1,4,2,11
3627,2023-01-04 12:00:00,0,0,0,12,2023,1,4,2,12
3627,2023-01-04 13:00:00,0,0,0,12,2023,1,4,2,13
3627,2023-01-04 14:00:00,0,1,1,13,2023,1,4,2,14
3627,2023-01-04 15:00:00,0,1,1,14,2023,1,4,2,15
3627,2023-01-04 16:00:00,1,1,0,14,2023,1,4,2,16
3627,2023-01-04 17:00:00,1,3,2,16,2023,1,4,2,17
3627,2023-01-04 18:00:00,0,1,1,17,2023,1,4,2,18
3627,2023-01-04 19:00:00,0,0,0,17,2023,1,4,2,19
3627,2023-01-04 20:00:00,1,0,-1,16,2023,1,4,2,20
3627,2023-01-04 21:00:00,0,0,0,16,2023,1,4,2,21
3627,2023-01-04 22:00:00,0,0,0,16,2023,1,4,2,22
3627,2023-01-04 23:00:00,0,0,0,16,2023,1,4,2,23
3627,2023-01-05 00:00:00,0,0,0,16,2023,1,5,3,0
3627,2023-01-05 01:00:00,1,1,0,16,2023,1,5,3,1
3627,2023-01-05 02:00:00,0,0,0,16,2023,1,5,3,2
3627,2023-01-05 03:00:00,0,0,0,16,2023,1,5,3,3
3627,2023-01-05 04:00:00,0,0,0,16,2023,1,5,3,4
3627,2023-01-05 05:00:00,0,0,0,16,2023,1,5,3,5
3627,2023-01-05 06:00:00,0,0,0,16,2023,1,5,3,6
3627,2023-01-05 07:00:00,0,0,0,16,2023,1,5,3,7
3627,2023-01-05 08:00:00,0,0,0,16,2023,1,5,3,8
3627,2023-01-05 09:00:00,0,0,0,16,2023,1,5,3,9
3627,2023-01-05 10:00:00,0,0,0,16,2023,1,5,3,10
3627,2023-01-05 11:00:00,0,0,0,16,2023,1,5,3,11
3627,2023-01-05 12:00:00,0,2,2,18,2023,1,5,3,12
3627,2023-01-05 13:00:00,0,0,0,18,2023,1,5,3,13
3627,2023-01-05 14:00:00,0,0,0,18,2023,1,5,3,14
3627,2023-01-05 15:00:00,0,0,0,18,2023,1,5,3,15
3627,2023-01-05 16:00:00,0,1,1,19,2023,1,5,3,16
3627,2023-01-05 17:00:00,6,4,-2,17,2023,1,5,3,17
3627,2023-01-05 18:00:00,0,0,0,17,2023,1,5,3,18
3627,2023-01-05 19:00:00,0,0,0,17,2023,1,5,3,19
3627,2023-01-05 20:00:00,2,1,-1,16,2023,1,5,3,20
3627,2023-01-05 21:00:00,2,1,-1,15,2023,1,5,3,21
3627,2023-01-05 22:00:00,0,2,2,17,2023,1,5,3,22
3627,2023-01-05 23:00:00,0,2,2,19,2023,1,5,3,23
3627,2023-01-06 00:00:00,0,0,0,19,2023,1,6,4,0
3627,2023-01-06 01:00:00,0,0,0,19,2023,1,6,4,1
3627,2023-01-06 02:00:00,0,0,0,19,2023,1,6,4,2
3627,2023-01-06 03:00:00,0,0,0,19,2023,1,6,4,3
3627,2023-01-06 04:00:00,0,0,0,19,2023,1,6,4,4
3627,2023-01-06 05:00:00,0,0,0,19,2023,1,6,4,5
3627,2023-01-06 06:00:00,0,0,0,19,2023,1,6,4,6
3627,2023-01-06 07:00:00,0,0,0,19,2023,1,6,4,7
3627,2023-01-06 08:00:00,0,0,0,19,2023,1,6,4,8
3627,2023-01-06 09:00:00,0,0,0,19,2023,1,6,4,9
3627,2023-01-06 10:00:00,0,0,0,19,2023,1,6,4,10
3627,2023-01-06 11:00:00,0,0,0,19,2023,1,6,4,11
3627,2023-01-06 12:00:00,0,0,0,19,2023,1,6,4,12
3627,2023-01-06 13:00:00,3,1,-2,17,2023,1,6,4,13
3627,2023-01-06 14:00:00,0,1,1,18,2023,1,6,4,14
3627,2023-01-06 15:00:00,0,3,3,21,2023,1,6,4,15
3627,2023-01-06 16:00:00,0,0,0,21,2023,1,6,4,16
3627,2023-01-06 17:00:00,0,0,0,21,2023,1,6,4,17
3627,2023-01-06 18:00:00,1,1,0,21,2023,1,6,4,18
3627,2023-01-06 19:00:00,0,0,0,21,2023,1,6,4,19
3627,2023-01-06 20:00:00,0,0,0,21,2023,1,6,4,20
3627,2023-01-06 21:00:00,0,0,0,21,2023,1,6,4,21
3627,2023-01-06 22:00:00,0,0,0,21,2023,1,6,4,22
3627,2023-01-06 23:00:00,0,0,0,21,2023,1,6,4,23
3627,2023-01-07 00:00:00,0,0,0,21,2023,1,7,5,0
3627,2023-01-07 01:00:00,0,0,0,21,2023,1,7,5,1
3627,2023-01-07 02:00:00,0,0,0,21,2023,1,7,5,2
3627,2023-01-07 03:00:00,0,0,0,21,2023,1,7,5,3
3627,2023-01-07 04:00:00,0,0,0,21,2023,1,7,5,4
3627,2023-01-07 05:00:00,0,0,0,21,2023,1,7,5,5
3627,2023-01-07 06:00:00,0,0,0,21,2023,1,7,5,6
3627,2023-01-07 07:00:00,0,0,0,21,2023,1,7,5,7
3627,2023-01-07 08:00:00,0,0,0,21,2023,1,7,5,8
3627,2023-01-07 09:00:00,0,0,0,21,2023,1,7,5,9
3627,2023-01-07 10:00:00,0,0,0,21,2023,1,7,5,10
3627,2023-01-07 11:00:00,0,0,0,21,2023,1,7,5,11
3627,2023-01-07 12:00:00,0,0,0,21,2023,1,7,5,12
3627,2023-01-07 13:00:00,0,0,0,21,2023,1,7,5,13
3627,2023-01-07 14:00:00,0,0,0,21,2023,1,7,5,14
3627,2023-01-07 15:00:00,3,4,1,22,2023,1,7,5,15
3627,2023-01-07 16:00:00,1,1,0,22,2023,1,7,5,16
3627,2023-01-07 17:00:00,0,0,0,22,2023,1,7,5,17
3627,2023-01-07 18:00:00,0,0,0,22,2023,1,7,5,18
3627,2023-01-07 19:00:00,1,0,-1,21,2023,1,7,5,19
3627,2023-01-07 20:00:00,0,0,0,21,2023,1,7,5,20
3627,2023-01-07 21:00:00,0,1,1,22,2023,1,7,5,21
3627,2023-01-07 22:00:00,1,0,-1,21,2023,1,7,5,22
3627,2023-01-07 23:00:00,0,0,0,21,2023,1,7,5,23
3627,2023-01-08 00:00:00,0,0,0,21,2023,1,8,6,0
3627,2023-01-08 01:00:00,0,0,0,21,2023,1,8,6,1
3627,2023-01-08 02:00:00,0,0,0,21,2023,1,8,6,2
3627,2023-01-08 03:00:00,0,0,0,21,2023,1,8,6,3
3627,2023-01-08 04:00:00,0,0,0,21,2023,1,8,6,4
3627,2023-01-08 05:00:00,0,0,0,21,2023,1,8,6,5
3627,2023-01-08 06:00:00,0,0,0,21,2023,1,8,6,6
3627,2023-01-08 07:00:00,0,0,0,21,2023,1,8,6,7
3627,2023-01-08 08:00:00,0,0,0,21,2023,1,8,6,8
3627,2023-01-08 09:00:00,0,0,0,21,2023,1,8,6,9
3627,2023-01-08 10:00:00,0,0,0,21,2023,1,8,6,10
3627,2023-01-08 11:00:00,0,0,0,21,2023,1,8,6,11
3627,2023-01-08 12:00:00,1,1,0,21,2023,1,8,6,12
3627,2023-01-08 13:00:00,0,1,1,22,2023,1,8,6,13
3627,2023-01-08 14:00:00,0,0,0,22,2023,1,8,6,14
3627,2023-01-08 15:00:00,1,0,-1,21,2023,1,8,6,15
3627,2023-01-08 16:00:00,0,1,1,22,2023,1,8,6,16
3627,2023-01-08 17:00:00,0,0,0,22,2023,1,8,6,17
3627,2023-01-08 18:00:00,0,0,0,22,2023,1,8,6,18
3627,2023-01-08 19:00:00,3,1,-2,20,2023,1,8,6,19
3627,2023-01-08 20:00:00,0,3,3,23,2023,1,8,6,20
3627,2023-01-08 21:00:00,2,2,0,23,2023,1,8,6,21
3627,2023-01-08 22:00:00,0,0,0,23,2023,1,8,6,22
3627,2023-01-08 23:00:00,0,0,0,23,2023,1,8,6,23
3627,2023-01-09 00:00:00,0,0,0,23,2023,1,9,0,0
3627,2023-01-09 01:00:00,0,0,0,23,2023,1,9,0,1
3627,2023-01-09 02:00:00,0,0,0,23,2023,1,9,0,2
3627,2023-01-09 03:00:00,0,0,0,23,2023,1,9,0,3
3627,2023-01-09 04:00:00,0,0,0,23,2023,1,9,0,4
3627,2023-01-09 05:00:00,0,0,0,23,2023,1,9,0,5
3627,2023-01-09 06:00:00,0,0,0,23,2023,1,9,0,6
3627,2023-01-09 07:00:00,0,1,1,24,2023,1,9,0,7
3627,2023-01-09 08:00:00,0,0,0,24,2023,1,9,0,8
3627,2023-01-09 09:00:00,0,0,0,24,2023,1,9,0,9
3627,2023-01-09 10:00:00,0,0,0,24,2023,1,9,0,10
3627,2023-01-09 11:00:00,1,1,0,24,2023,1,9,0,11
3627,2023-01-09 12:00:00,0,0,0,24,2023,1,9,0,12
3627,2023-01-09 13:00:00,0,2,2,26,2023,1,9,0,13
3627,2023-01-09 14:00:00,1,0,-1,25,2023,1,9,0,14
3627,2023-01-09 15:00:00,1,0,-1,24,2023,1,9,0,15
3627,2023-01-09 16:00:00,1,1,0,24,2023,1,9,0,16
3627,2023-01-09 17:00:00,1,0,-1,23,2023,1,9,0,17
3627,2023-01-09 18:00:00,0,2,2,25,2023,1,9,0,18
3627,2023-01-09 19:00:00,0,0,0,25,2023,1,9,0,19
3627,2023-01-09 20:00:00,0,0,0,25,2023,1,9,0,20
3627,2023-01-09 21:00:00,1,0,-1,24,2023,1,9,0,21
3627,2023-01-09 22:00:00,0,1,1,25,2023,1,9,0,22
3627,2023-01-09 23:00:00,0,0,0,25,2023,1,9,0,23
3627,2023-01-10 00:00:00,0,0,0,25,2023,1,10,1,0
3627,2023-01-10 01:00:00,0,0,0,25,2023,1,10,1,1
3627,2023-01-10 02:00:00,0,1,1,26,2023,1,10,1,2
3627,2023-01-10 03:00:00,0,0,0,26,2023,1,10,1,3
3627,2023-01-10 04:00:00,0,0,0,26,2023,1,10,1,4
3627,2023-01-10 05:00:00,0,0,0,26,2023,1,10,1,5
3627,2023-01-10 06:00:00,0,0,0,26,2023,1,10,1,6
3627,2023-01-10 07:00:00,1,2,1,27,2023,1,10,1,7
3627,2023-01-10 08:00:00,0,0,0,27,2023,1,10,1,8
3627,2023-01-10 09:00:00,0,0,0,27,2023,1,10,1,9
3627,2023-01-10 10:00:00,0,0,0,27,2023,1,10,1,10
3627,2023-01-10 11:00:00,0,0,0,27,2023,1,10,1,11
3627,2023-01-10 12:00:00,0,0,0,27,2023,1,10,1,12
3627,2023-01-10 13:00:00,0,1,1,28,2023,1,10,1,13
3627,2023-01-10 14:00:00,0,0,0,28,2023,1,10,1,14
3627,2023-01-10 15:00:00,0,0,0,28,2023,1,10,1,15
3627,2023-01-10 16:00:00,2,3,1,29,2023,1,10,1,16
3627,2023-01-10 17:00:00,1,3,2,31,2023,1,10,1,17
3627,2023-01-10 18:00:00,1,1,0,31,2023,1,10,1,18
3627,2023-01-10 19:00:00,0,1,1,32,2023,1,10,1,19
3627,2023-01-10 20:00:00,0,0,0,32,2023,1,10,1,20
3627,2023-01-10 21:00:00,0,0,0,32,2023,1,10,1,21
3627,2023-01-10 22:00:00,0,0,0,32,2023,1,10,1,22
3627,2023-01-10 23:00:00,1,0,-1,31,2023,1,10,1,23
3627,2023-01-11 00:00:00,0,0,0,31,2023,1,11,2,0
3627,2023-01-11 01:00:00,0,1,1,32,2023,1,11,2,1
3627,2023-01-11 02:00:00,0,0,0,32,2023,1,11,2,2
3627,2023-01-11 03:00:00,0,0,0,32,2023,1,11,2,3
3627,2023-01-11 04:00:00,0,0,0,32,2023,1,11,2,4
3627,2023-01-11 05:00:00,0,0,0,32,2023,1,11,2,5
3627,2023-01-11 06:00:00,0,0,0,32,2023,1,11,2,6
3627,2023-01-11 07:00:00,0,0,0,32,2023,1,11,2,7
3627,2023-01-11 08:00:00,0,1,1,33,2023,1,11,2,8
3627,2023-01-11 09:00:00,1,0,-1,32,2023,1,11,2,9
3627,2023-01-11 10:00:00,4,1,-3,29,2023,1,11,2,10
3627,2023-01-11 11:00:00,0,0,0,29,2023,1,11,2,11
3627,2023-01-11 12:00:00,0,3,3,32,2023,1,11,2,12
3627,2023-01-11 13:00:00,0,0,0,32,2023,1,11,2,13
3627,2023-01-11 14:00:00,1,1,0,32,2023,1,11,2,14
3627,2023-01-11 15:00:00,1,1,0,32,2023,1,11,2,15
3627,2023-01-11 16:00:00,1,0,-1,31,2023,1,11,2,16
3627,2023-01-11 17:00:00,0,2,2,33,2023,1,11,2,17
3627,2023-01-11 18:00:00,2,0,-2,31,2023,1,11,2,18
3627,2023-01-11 19:00:00,1,0,-1,30,2023,1,11,2,19
3627,2023-01-11 20:00:00,0,0,0,30,2023,1,11,2,20
3627,2023-01-11 21:00:00,2,1,-1,29,2023,1,11,2,21
3627,2023-01-11 22:00:00,2,0,-2,27,2023,1,11,2,22
3627,2023-01-11 23:00:00,0,1,1,28,2023,1,11,2,23
3627,2023-01-12 00:00:00,0,0,0,28,2023,1,12,3,0
3627,2023-01-12 01:00:00,1,0,-1,27,2023,1,12,3,1
3627,2023-01-12 02:00:00,0,0,0,27,2023,1,12,3,2
3627,2023-01-12 03:00:00,0,0,0,27,2023,1,12,3,3
3627,2023-01-12 04:00:00,0,0,0,27,2023,1,12,3,4
3627,2023-01-12 05:00:00,0,0,0,27,2023,1,12,3,5
3627,2023-01-12 06:00:00,0,0,0,27,2023,1,12,3,6
3627,2023-01-12 07:00:00,0,1,1,28,2023,1,12,3,7
3627,2023-01-12 08:00:00,0,0,0,28,2023,1,12,3,8
3627,2023-01-12 09:00:00,0,0,0,28,2023,1,12,3,9
3627,2023-01-12 10:00:00,0,0,0,28,2023,1,12,3,10
3627,2023-01-12 11:00:00,1,0,-1,27,2023,1,12,3,11
3627,2023-01-12 12:00:00,0,0,0,27,2023,1,12,3,12
3627,2023-01-12 13:00:00,0,0,0,27,2023,1,12,3,13
3627,2023-01-12 14:00:00,0,0,0,27,2023,1,12,3,14
3627,2023-01-12 15:00:00,1,1,0,27,2023,1,12,3,15
3627,2023-01-12 16:00:00,1,1,0,27,2023,1,12,3,16
3627,2023-01-12 17:00:00,0,1,1,28,2023,1,12,3,17
3627,2023-01-12 18:00:00,1,0,-1,27,2023,1,12,3,18
3627,2023-01-12 19:00:00,0,0,0,27,2023,1,12,3,19
3627,2023-01-12 20:00:00,0,0,0,27,2023,1,12,3,20
3627,2023-01-12 21:00:00,0,0,0,27,2023,1,12,3,21
3627,2023-01-12 22:00:00,1,0,-1,26,2023,1,12,3,22
3627,2023-01-12 23:00:00,1,2,1,27,2023,1,12,3,23
3627,2023-01-13 00:00:00,0,0,0,27,2023,1,13,4,0
3627,2023-01-13 01:00:00,0,0,0,27,2023,1,13,4,1
3627,2023-01-13 02:00:00,0,0,0,27,2023,1,13,4,2
3627,2023-01-13 03:00:00,0,0,0,27,2023,1,13,4,3
3627,2023-01-13 04:00:00,0,0,0,27,2023,1,13,4,4
3627,2023-01-13 05:00:00,0,0,0,27,2023,1,13,4,5
3627,2023-01-13 06:00:00,0,0,0,27,2023,1,13,4,6
3627,2023-01-13 07:00:00,0,0,0,27,2023,1,13,4,7
3627,2023-01-13 08:00:00,0,0,0,27,2023,1,13,4,8
3627,2023-01-13 09:00:00,0,0,0,27,2023,1,13,4,9
3627,2023-01-13 10:00:00,0,0,0,27,2023,1,13,4,10
3627,2023-01-13 11:00:00,0,0,0,27,2023,1,13,4,11
3627,2023-01-13 12:00:00,0,0,0,27,2023,1,13,4,12
3627,2023-01-13 13:00:00,0,0,0,27,2023,1,13,4,13
3627,2023-01-13 14:00:00,0,0,0,27,2023,1,13,4,14
3627,2023-01-13 15:00:00,0,0,0,27,2023,1,13,4,15
3627,2023-01-13 16:00:00,0,0,0,27,2023,1,13,4,16
3627,2023-01-13 17:00:00,0,1,1,28,2023,1,13,4,17
3627,2023-01-13 18:00:00,0,0,0,28,2023,1,13,4,18
3627,2023-01-13 19:00:00,0,0,0,28,2023,1,13,4,19
3627,2023-01-13 20:00:00,1,1,0,28,2023,1,13,4,20
3627,2023-01-13 21:00:00,0,1,1,29,2023,1,13,4,21
3627,2023-01-13 22:00:00,0,0,0,29,2023,1,13,4,22
3627,2023-01-13 23:00:00,0,0,0,29,2023,1,13,4,23
3627,2023-01-14 00:00:00,0,0,0,29,2023,1,14,5,0
3627,2023-01-14 01:00:00,1,0,-1,28,2023,1,14,5,1
3627,2023-01-14 02:00:00,0,0,0,28,2023,1,14,5,2
3627,2023-01-14 03:00:00,0,1,1,29,2023,1,14,5,3
3627,2023-01-14 04:00:00,0,0,0,29,2023,1,14,5,4
3627,2023-01-14 05:00:00,0,0,0,29,2023,1,14,5,5
3627,2023-01-14 06:00:00,0,0,0,29,2023,1,14,5,6
3627,2023-01-14 07:00:00,0,0,0,29,2023,1,14,5,7
3627,2023-01-14 08:00:00,0,0,0,29,2023,1,14,5,8
3627,2023-01-14 09:00:00,0,0,0,29,2023,1,14,5,9
3627,2023-01-14 10:00:00,0,0,0,29,2023,1,14,5,10
3627,2023-01-14 11:00:00,0,0,0,29,2023,1,14,5,11
3627,2023-01-14 12:00:00,0,0,0,29,2023,1,14,5,12
3627,2023-01-14 13:00:00,0,0,0,29,2023,1,14,5,13
3627,2023-01-14 14:00:00,0,0,0,29,2023,1,14,5,14
3627,2023-01-14 15:00:00,0,0,0,29,2023,1,14,5,15
3627,2023-01-14 16:00:00,0,0,0,29,2023,1,14,5,16
3627,2023-01-14 17:00:00,0,0,0,29,2023,1,14,5,17
3627,2023-01-14 18:00:00,2,1,-1,28,2023,1,14,5,18
3627,2023-01-14 19:00:00,0,0,0,28,2023,1,14,5,19
3627,2023-01-14 20:00:00,1,0,-1,27,2023,1,14,5,20
3627,2023-01-14 21:00:00,0,0,0,27,2023,1,14,5,21
3627,2023-01-14 22:00:00,0,0,0,27,2023,1,14,5,22
3627,2023-01-14 23:00:00,0,0,0,27,2023,1,14,5,23
3627,2023-01-15 00:00:00,0,0,0,27,2023,1,15,6,0
3627,2023-01-15 01:00:00,0,0,0,27,2023,1,15,6,1
3627,2023-01-15 02:00:00,0,0,0,27,2023,1,15,6,2
3627,2023-01-15 03:00:00,0,0,0,27,2023,1,15,6,3
3627,2023-01-15 04:00:00,0,0,0,27,2023,1,15,6,4
3627,2023-01-15 05:00:00,0,0,0,27,2023,1,15,6,5
3627,2023-01-15 06:00:00,0,0,0,27,2023,1,15,6,6
3627,2023-01-15 07:00:00,0,0,0,27,2023,1,15,6,7
3627,2023-01-15 08:00:00,0,0,0,27,2023,1,15,6,8
3627,2023-01-15 09:00:00,0,0,0,27,2023,1,15,6,9
3627,2023-01-15 10:00:00,0,0,0,27,2023,1,15,6,10
3627,2023-01-15 11:00:00,0,0,0,27,2023,1,15,6,11
3627,2023-01-15 12:00:00,0,1,1,28,2023,1,15,6,12
3627,2023-01-15 13:00:00,0,0,0,28,2023,1,15,6,13
3627,2023-01-15 14:00:00,1,0,-1,27,2023,1,15,6,14
3627,2023-01-15 15:00:00,0,0,0,27,2023,1,15,6,15
3627,2023-01-15 16:00:00,0,0,0,27,2023,1,15,6,16
3627,2023-01-15 17:00:00,2,2,0,27,2023,1,15,6,17
3627,2023-01-15 18:00:00,1,0,-1,26,2023,1,15,6,18
3627,2023-01-15 19:00:00,0,0,0,26,2023,1,15,6,19
3627,2023-01-15 20:00:00,0,0,0,26,2023,1,15,6,20
3627,2023-01-15 21:00:00,0,0,0,26,2023,1,15,6,21
3627,2023-01-15 22:00:00,0,0,0,26,2023,1,15,6,22
3627,2023-01-15 23:00:00,1,1,0,26,2023,1,15,6,23
3627,2023-01-16 00:00:00,0,0,0,26,2023,1,16,0,0
3627,2023-01-16 01:00:00,0,0,0,26,2023,1,16,0,1
3627,2023-01-16 02:00:00,0,0,0,26,2023,1,16,0,2
3627,2023-01-16 03:00:00,0,0,0,26,2023,1,16,0,3
3627,2023-01-16 04:00:00,0,0,0,26,2023,1,16,0,4
3627,2023-01-16 05:00:00,0,0,0,26,2023,1,16,0,5
3627,2023-01-16 06:00:00,0,0,0,26,2023,1,16,0,6
3627,2023-01-16 07:00:00,0,0,0,26,2023,1,16,0,7
3627,2023-01-16 08:00:00,0,0,0,26,2023,1,16,0,8
3627,2023-01-16 09:00:00,0,0,0,26,2023,1,16,0,9
3627,2023-01-16 10:00:00,0,0,0,26,2023,1,16,0,10
3627,2023-01-16 11:00:00,1,0,-1,25,2023,1,16,0,11
3627,2023-01-16 12:00:00,0,0,0,25,2023,1,16,0,12
3627,2023-01-16 13:00:00,1,1,0,25,2023,1,16,0,13
3627,2023-01-16 14:00:00,1,0,-1,24,2023,1,16,0,14
3627,2023-01-16 15:00:00,2,2,0,24,2023,1,16,0,15
3627,2023-01-16 16:00:00,1,1,0,24,2023,1,16,0,16
3627,2023-01-16 17:00:00,0,1,1,25,2023,1,16,0,17
3627,2023-01-16 18:00:00,0,0,0,25,2023,1,16,0,18
3627,2023-01-16 19:00:00,0,0,0,25,2023,1,16,0,19
3627,2023-01-16 20:00:00,0,0,0,25,2023,1,16,0,20
3627,2023-01-16 21:00:00,0,0,0,25,2023,1,16,0,21
3627,2023-01-16 22:00:00,0,0,0,25,2023,1,16,0,22
3627,2023-01-16 23:00:00,0,0,0,25,2023,1,16,0,23
3627,2023-01-17 00:00:00,1,1,0,25,2023,1,17,1,0
3627,2023-01-17 01:00:00,0,1,1,26,2023,1,17,1,1
3627,2023-01-17 02:00:00,0,0,0,26,2023,1,17,1,2
3627,2023-01-17 03:00:00,0,0,0,26,2023,1,17,1,3
3627,2023-01-17 04:00:00,0,0,0,26,2023,1,17,1,4
3627,2023-01-17 05:00:00,0,0,0,26,2023,1,17,1,5
3627,2023-01-17 06:00:00,0,0,0,26,2023,1,17,1,6
3627,2023-01-17 07:00:00,0,0,0,26,2023,1,17,1,7
3627,2023-01-17 08:00:00,0,0,0,26,2023,1,17,1,8
3627,2023-01-17 09:00:00,0,0,0,26,2023,1,17,1,9
3627,2023-01-17 10:00:00,0,0,0,26,2023,1,17,1,10
3627,2023-01-17 11:00:00,0,1,1,27,2023,1,17,1,11
